ID	Original Text	Translated Text
7236	Reset AI Priorities (Latest Version)	Reset AI Priorities (Latest Version)
7237	Skip (Not Recommended)	Skip (Not Recommended)
7238	Create New Translation	Create New Translation
7239	Enter a title for your translation:	Enter a title for your translation:
7240	alphabacker_names	alphabacker_names
7241	PULSAR: LOST COLONY	PULSAR: LOST COLONY
7242	DEVELOPED BY	DEVELOPED BY
7243	 LEAFY GAMES	 LEAFY GAMES
7244	PROGRAMMING	PROGRAMMING
7245	Preston Stoll	Preston Stoll
7246	ART	ART
7247	George Stoll	George Stoll
7248	WRITING	WRITING
7249	Jenn Feran	Jenn Feran
7250	Sound Design	Sound Design
7251	Hexany Audio	Hexany Audio
7252	Sound Designer: Matthew Earl	Sound Designer: Matthew Earl
7253	Sound Designer: Jacob Rhein	Sound Designer: Jacob Rhein
7254	Sound Designer: Jack Bassett	Sound Designer: Jack Bassett
7255	Audio Production Coordinator:  Andy Forsberg	Audio Production Coordinator:  Andy Forsberg
7256	ORIGINAL MUSIC BY	ORIGINAL MUSIC BY
7257	Isaac Vail	Isaac Vail
7258	Alex Yoder	Alex Yoder
7259	NARRATOR	NARRATOR
7260	Elizabeth Saydah	Elizabeth Saydah
7261	SPECIAL THANKS	SPECIAL THANKS
7262	casauchi	casauchi
7263	Our friends and family for supporting us	Our friends and family for supporting us
7264	Everyone who has submitted a bug report or feedback	Everyone who has submitted a bug report or feedback
7265	THANKS TO OUR KICKSTARTER BACKERS FOR MAKING THIS GAME POSSIBLE!	THANKS TO OUR KICKSTARTER BACKERS FOR MAKING THIS GAME POSSIBLE!
7266	SCENARIO DESIGNERS	SCENARIO DESIGNERS
7267	Mitchell Lindenmeyer	Mitchell Lindenmeyer
7268	Drew and Trevor Glisson	Drew and Trevor Glisson
7269	UNIFORMED OFFICERS	UNIFORMED OFFICERS
7270	Chris Briden	Chris Briden
7271	Max Torres	Max Torres
7272	Christopher Mullins	Christopher Mullins
7273	Gustav Wedholm	Gustav Wedholm
7274	Bryan Glen Richards	Bryan Glen Richards
7275	KICKSTARTER ALPHA TESTERS	KICKSTARTER ALPHA TESTERS
7276	backer_names	backer_names
7277	KICKSTARTER BACKERS	KICKSTARTER BACKERS
7278	supporter_names	supporter_names
7279	KICKSTARTER SUPPORTERS	KICKSTARTER SUPPORTERS
7280	Contact us if you backed us and your name does not appear!	Contact us if you backed us and your name does not appear!
7281	Powered_By_Teamspeak	Powered_By_Teamspeak
7282	Powered by Teamspeak	Powered by Teamspeak
7283	POWEREDBY_WWISE_LOGO_REV_Med_PNG	POWEREDBY_WWISE_LOGO_REV_Med_PNG
7284	Powered by Wwise © 2006 – 2015* Audiokinetic Inc. All rights reserved.	Powered by Wwise © 2006 – 2015* Audiokinetic Inc. All rights reserved.
7285	Copyright 2016-2021 Leafy Games. LLC	Copyright 2016-2021 Leafy Games. LLC
7286	Leafy_Logo	Leafy_Logo
7287	ProceduralFaceMaterialEnabled	ProceduralFaceMaterialEnabled
7288	Face ID	Face ID
7289	Enable Procedural Face Materials in VIDEO SETTINGS	Enable Procedural Face Materials in VIDEO SETTINGS
7290	to allow the following options:	to allow the following options:
7291	Skin Color (Red)	Skin Color (Red)
7292	Skin Color (Green)	Skin Color (Green)
7293	Skin Color (Blue)	Skin Color (Blue)
7294	Tattoo	Tattoo
7295	Tattoo Color (Red)	Tattoo Color (Red)
7296	Tattoo Color (Green)	Tattoo Color (Green)
7297	Tattoo Color (Blue)	Tattoo Color (Blue)
7298	Scar	Scar
7299	Lip Color (Red)	Lip Color (Red)
7300	Lip Color (Green)	Lip Color (Green)
7301	Lip Color (Blue)	Lip Color (Blue)
7302	Type 	Type 
7303	Game Name: 	游戏名称：
7304	Ship Name: 	舰船名称：
7305	Private Game: 	私人游戏：
7306	On	开
7307	Password: 	密码：
7308	Galaxy Settings	Galaxy Settings
7309	Game is set to Public	Game is set to Public
7310	Game is set to Private	Game is set to Private
7311	Set as Public Game	Set as Public Game
7312	Set as Private Game	Set as Private Game
7313	Apply Changes	Apply Changes
7314	Your Crew Has Perished!	Your Crew Has Perished!
7315	Retry	Retry
7316	Retry (Host Only)	Retry (Host Only)
7317	Load (Host Only)	Load (Host Only)
7318	Leave	Leave
7319	ServerWaitForRetryMessageSentToClients	ServerWaitForRetryMessageSentToClients
7320	Number Of Jumps: $	Number Of Jumps: $
7321	 $	 $
7322	Enemies Destroyed: $	Enemies Destroyed: $
7323	Game Time: $$	Game Time: $$
7324	 min$$	 分钟$$
7325	Retry From Load	Retry From Load
7326	Victory!	Victory!
7327	Save Game	保存游戏
7328	LOAD	LOAD
7329	Error loading file!	Error loading file!
7330	Input Bindings File: Old Version	Input Bindings File: Old Version
7331	Your input bindings file seems to be a older version! We highly recommend you Recreate Default File to replace your binding file with the new default. $$INFO: Recreating the default file will erase any modifications you may have made to your bindings file!	Your input bindings file seems to be a older version! We highly recommend you Recreate Default File to replace your binding file with the new default. $$INFO: Recreating the default file will erase any modifications you may have made to your bindings file!
7332	Recreate Default File (Latest Version)	Recreate Default File (Latest Version)
7333	Enter your online player name: 	Enter your online player name: 
7334	Continue	Continue
7335	Enter password to join private game:	Enter password to join private game:
7336	Join Private Crew	Join Private Crew
7337	Are you sure you want to kick: 	Are you sure you want to kick: 
7338	?	?
7339	You can view/undo bans in the Game Settings menu under Manage Bans	You can view/undo bans in the Game Settings menu under Manage Bans
7340	Ban	Ban
7341	Ban (Secured games only)	Ban (Secured games only)
7342	Kick	Kick
7343	OnDownloadPreview   	OnDownloadPreview   
7344	read whole preview	read whole preview
7345	failed to read whole preview	failed to read whole preview
7346	Workshop	Workshop
7347	Created	Created
7348	Installed	Installed
7349	Previous Page	Previous Page
7350	OnClickAdd	OnClickAdd
7351	Size (MB)	Size (MB)
7352	Upvotes	Upvotes
7353	Tags	Tags
7354	INSTALLED	INSTALLED
7355	SUBSCRIBED	SUBSCRIBED
7356	PUBLISHED	PUBLISHED
7357	Language	Language
7358	<color=#FFF>[	<color=#FFF>[
7359	]</color>	]</color>
7360	<color=#999> 	<color=#999> 
7361	 </color>	 </color>
7362	Activate	Activate
7363	Deactivate	Deactivate
7364	en	en
7365	Info	Info
7366	steam://url/CommunityFilePage/	steam://url/CommunityFilePage/
7367	Edit	Edit
7368	Install	Install
7369	Uninstall	Uninstall
7370	Liar’s dice is a bluffing game about stating the number of dice with a specific face. Each player secretly rolls 5 dice. and then betting begins. Players place bets on how many dice of a certain face are up amongst the total pool of dice. even though they can only see 5 of them.$$On a player’s turn. he or she can choose to raise the current bid or challenge it (if they think it’s false). When raising a bid. players must raise the number of dice in the bid. As long as the die count is raised. the face value can be lowered.$$Players win points through challenges. If the bid was true. the player who placed the bid receives a point. If it was false. then the challenger receives a point. The first player to reach 3 points wins the game. and a new game will start shortly after!	Liar’s dice is a bluffing game about stating the number of dice with a specific face. Each player secretly rolls 5 dice. and then betting begins. Players place bets on how many dice of a certain face are up amongst the total pool of dice. even though they can only see 5 of them.$$On a player’s turn. he or she can choose to raise the current bid or challenge it (if they think it’s false). When raising a bid. players must raise the number of dice in the bid. As long as the die count is raised. the face value can be lowered.$$Players win points through challenges. If the bid was true. the player who placed the bid receives a point. If it was false. then the challenger receives a point. The first player to reach 3 points wins the game. and a new game will start shortly after!
7371	Liar's Dice Rules	Liar's Dice Rules
7372	Confirm	Confirm
7373	[color=red]	[color=red]
7374	[color=blue]	[color=blue]
7375	<color=#3a95d4>	<color=#3a95d4>
7376	[color=green]	[color=green]
7377	<color=#00c521>	<color=#00c521>
7378	[color=yellow]	[color=yellow]
7379	<color=yellow>	<color=yellow>
7380	Game Manual	Game Manual
7381	manual	manual
7382	Intro	Intro
7383	Galaxy Info	Galaxy Info
7384	Scroll Up	Scroll Up
7385	Scroll Down	Scroll Down
7386	Offline Mode	Offline Mode
7387	PULSAR is in offline mode!	PULSAR is in offline mode!
7388	PULSAR is currently running in offline mode. You will not be able to play with other players unless it is disabled!	PULSAR is currently running in offline mode. You will not be able to play with other players unless it is disabled!
7389	Continue in offline mode	Continue in offline mode
7390	Request / Delete Data	Request / Delete Data
7391	Attempt to connect and play online	Attempt to connect and play online
7392	Opens a webpage that allows you to see the data collected or delete your data and disable analytics	Opens a webpage that allows you to see the data collected or delete your data and disable analytics
7393	Continue to the game with your current settings	Continue to the game with your current settings
7394	Continue to the game and turn off analytics	Continue to the game and turn off analytics
7395	Continue to the game and turn on analytics	Continue to the game and turn on analytics
7396	Data Privacy Information	Data Privacy Information
7397	Sending analytics helps us improve the game and enables us to make more informed decisions for balancing and gameplay.$$Disabling analytics will also disable automatic performance/error/crash reporting which helps us fix bugs faster$$We offer a way to request the collected data to view or delete it. You can access these settings at any time in the Game Settings menu.	Sending analytics helps us improve the game and enables us to make more informed decisions for balancing and gameplay.$$Disabling analytics will also disable automatic performance/error/crash reporting which helps us fix bugs faster$$We offer a way to request the collected data to view or delete it. You can access these settings at any time in the Game Settings menu.
7398	Continue With Analytics ON	Continue With Analytics ON
7399	Continue With Analytics OFF	Continue With Analytics OFF
7400	AnalyticsOptInShown	AnalyticsOptInShown
7401	UnityAnalytics	UnityAnalytics
7402	false	false
7403	Failed to get data privacy url: {0}	Failed to get data privacy url: {0}
7404	Received data privacy URL: {0}	Received data privacy URL: {0}
7405	window.open(\^	window.open(\^
7406	\^.\^_blank\^)	\^.\^_blank\^)
7407	Video Settings	Video Settings
7408	Audio Settings	Audio Settings
7409	Game Settings	Game Settings
7410	View Manual	View Manual
7411	View Controls	View Controls
7412	Can't Save (In Warp)	Can't Save (In Warp)
7413	Can't Save (In Danger)	Can't Save (In Danger)
7414	Only Host Can Save	Only Host Can Save
7415	GameEnd	GameEnd
7416	Try To Reconnect	尝试重连
7417	Go Offline	下线
7418	Switching Photon Cloud Regions	正在切换Photon Cloud区域
7419	Connection failure to Photon Cloud!	连接Phonton Cloud失败！
7420	Current Connection State: 	目前连接状态：
7421	Go offline	Go offline
7422	Select a Region	选择区域
7423	Select the closest region to connect to below.$NOTE: You can only play with players in your region	在下面选择要连接的最近的区域$注意：你只能和相同区域的玩家游戏
7424	United States	美国
7425	Europe	欧洲
7426	Japan	日本
7427	Asia	亚洲
7428	Australia	澳大利亚
7429	us	us
7430	eu	eu
7431	jp	jp
7432	asia	asia
7433	au	au
7434	    - 	    - 
7435	 ms ping	 ms ping
7436	Asia (Singapore)	亚洲（新加坡）
7437	6246645a-91a6-4580-b5bd-64d6b8fc6875	6246645a-91a6-4580-b5bd-64d6b8fc6875
7438	Select a region to connect to:	选择要连接的区域:
7439	Overwrite 	Overwrite 
7440	OVERWRITE	OVERWRITE
7441	CANCEL	CANCEL
7442	Save AI Data	Save AI Data
7443	SAVE	SAVE
7444	Saves/AI/	Saves/AI/
7445	.aidata	.aidata
7446	AI	AI
7447	Stat Tracking Confirmation	Stat Tracking Confirmation
7448	Enable Anonymous Stat Tracking	Enable Anonymous Stat Tracking
7449	Disable Anonymous Stat Tracking	Disable Anonymous Stat Tracking
7450	We have implemented a simple event tracking system that will allow us to learn more about how players are interacting with the game systems.$$If do not want anonymous session / behavior data securely sent to Leafy Games you can opt-out below.$$This data will be used to improve PULSAR and keep us working on issues that matter most to our player base!$$ You can change your mind later in the Game Settings menu.	We have implemented a simple event tracking system that will allow us to learn more about how players are interacting with the game systems.$$If do not want anonymous session / behavior data securely sent to Leafy Games you can opt-out below.$$This data will be used to improve PULSAR and keep us working on issues that matter most to our player base!$$ You can change your mind later in the Game Settings menu.
7451	Steam Cloud Saves / Files	Steam Cloud Saves / Files
7452	 files found in the Steam Cloud	 files found in the Steam Cloud
7453	CaptainBuyItem	CaptainBuyItem
7454	CaptainSellItem	CaptainSellItem
7455	Current Coolant: 	Current Coolant: 
7456	 L	 L
7457	Buy 500 L Coolant (2000 Cr)	Buy 500 L Coolant (2000 Cr)
7458	Buy 50 L Coolant (200 Cr)	Buy 50 L Coolant (200 Cr)
7459	Buy 5 L Coolant (20 Cr)	Buy 5 L Coolant (20 Cr)
7460	Current Fuel: 	Current Fuel: 
7461	Buy 10 Fuel Capsules (500 Cr)	Buy 10 Fuel Capsules (500 Cr)
7462	Buy 1 Fuel Capsule (50 Cr)	Buy 1 Fuel Capsule (50 Cr)
7463	Buy 1 	Buy 1 
7464	 Refill (	 Refill (
7465	 Cr)	 Cr)
7466	Buy 	Buy 
7467	 Refills (	 Refills (
7468	Buy	Buy
7469	Sell Cargo	Sell Cargo
7470	Hull(s)	Hull(s)
7471	Hull Plating(s)	Hull Plating(s)
7472	Reactor(s)	Reactor(s)
7473	Thrusters(s)	Thrusters(s)
7474	Warp Drive(s)	Warp Drive(s)
7475	Shield Generator(s)	Shield Generator(s)
7476	CPU(s)	CPU(s)
7477	Turret(s)	Turret(s)
7478	Silo(s)	Silo(s)
7479	Main Turret(s)	Main Turret(s)
7480	Nuclear Devices(s)	Nuclear Devices(s)
7481	O2 Generator(s)	O2 Generator(s)
7482	Program(s)	Program(s)
7483	Scrap(s)	Scrap(s)
7484	 Cr	 Cr
7485	Charge Amount$	Charge Amount$
7486	Standard Galaxy	Standard Galaxy
7487	Expert Galaxy	Expert Galaxy
7488	Custom Galaxy	Custom Galaxy
7489	<color=#666666>	<color=#666666>
7490	Number of Sectors	Number of Sectors
7491	$<size=35>	$<size=35>
7492	</size>$	</size>$
7493	Drone Modifier Scalar	Drone Modifier Scalar
